sample,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
16,-0.31061121766055644,0.4446317814089462,-0.6984001452374213,0.4004818194651656,-0.7169815727862694,-0.8423908237161166,0.04941121469325971,-0.7708610471342519,0.10993089379673804,0.5928834258450015,0.45575618991440625,-0.4001802423206975,-0.6234103544971719,-0.4211444271343383,-0.23817824189313686,-0.2438066969452728,-0.7654686235918133,0.8531725060155149,-0.06010373700149185,0.601283476806372
17,-0.4091277566667664,-0.7673212256861037,0.10276181289574571,0.0805658492054766,-0.34700969846709584,0.6729554716996837,-0.025762467011158918,-0.5055490056043888,-0.5981048631366015,0.5864547340050128,-0.3119255466684667,-0.2442599278077644,-0.4778443771092147,0.7979613496408664,-0.18152078576613384,-0.8287915161183306,-0.0634587134834641,-0.6226764345512614,-0.03636474720542937,0.42578989887979857
18,-0.5237365191568917,-0.5823360319824891,0.027339543904192576,-0.759246515165245,0.508182206546588,-0.7986183062268273,0.3936053882588655,-0.23374826882368738,-0.9705535775763889,0.49455247382480527,-0.37202711012945655,0.252441904330279,0.9691092519565274,0.10077956269280897,-0.5769913637411477,-0.996000074941751,0.9818579046961415,-0.40853718251639926,-0.17125109908925618,0.06555314088963016
19,-0.06043791468196913,0.2669975488276819,0.700052484725668,0.8349402455102042,0.0157626959040571,0.06944410108773691,-0.42665570219430204,-0.5827900669866968,-0.14860773943340977,0.8697787958083749,0.9943049359746188,-0.1325806916723098,0.09956163904857918,-0.6755681937945472,-0.9553596204456722,0.012999682377139443,-0.1514557648679924,0.03209619747053272,-0.18255898475610577,-0.6037399524194471
20,0.47174824200925713,0.9663193473722236,0.7827347338738155,0.6026943943090717,-0.36769129381052235,0.11994106995489551,0.19598506751538514,0.9902484101883569,0.6073477981356044,0.06240445624140589,-0.8981712497737815,-0.3868999535735238,-0.7556344666352892,-0.9644217297811921,0.7649109619807126,0.9811955014652556,0.5850172808295202,0.6695025764909037,0.4859059907601895,0.7587696110736588
21,0.26961665459592044,-0.381607820389116,0.6464054131054113,-0.726035180657653,-0.058373041809216764,-0.2001210064735799,-0.35561998435519837,0.6408077336891616,0.8912513275358922,0.7530492129205362,-0.8321375507946622,-0.0317622023931472,0.8072112305192796,-0.5338833259408213,0.20174543392863287,0.20903154958317494,0.768079207454966,-0.3407115715364266,-0.42798352522168015,0.10393354426620038
22,-0.8654327401857607,-0.9242015279658586,0.9177189671846129,0.22211567489748463,0.3527712139552093,0.4227732383697227,-0.4330781065112368,-0.17587694352085403,0.07782912076756432,0.7823894978628536,-0.6288266944380942,-0.04996786567714451,-0.9539592316543379,0.5135079378892158,-0.6217973292247958,0.3318305234894008,0.8123356505426911,-0.7564331347497195,-0.5549657393544052,-0.19982146975098725
23,0.1671991120931111,0.2230614017514514,0.15194582929555311,-0.5422247861276666,-0.41540132218058456,0.8265964104980945,-0.977709840297023,0.09796432335937011,-0.6452770702181134,-0.754541745429367,-0.1838513694125179,-0.24872219384652938,-0.680450395372862,-0.5178389033218989,-0.26296105652746116,0.10324018549966518,-0.6323072020092786,0.4552146218908446,0.44647856419106113,0.1706504491030818
24,-0.17057972371801577,-0.5878587267614612,-0.7721793056989683,-0.060024985941793396,0.5003660425140157,0.833492661075734,0.06573106716362864,-0.6866931568565895,-0.30619645144746443,0.008125832044704628,0.2652479286224554,-0.8786856980662825,-0.014605656750832585,0.011043207723603565,-0.14957352048722328,-0.9778044275332143,0.9920265782251547,-0.7421102305940519,0.8639311334810902,0.5818256685421948
25,0.6493632256554149,-0.18058688700113956,0.6793539207659782,0.020265607266737318,-0.7403533663031991,-0.5357134968642439,-0.14219750018160515,-0.7183982556803885,-0.973799394784477,-0.7314772684598689,0.4234410492369092,0.0853124604944393,0.42835819644531736,-0.13333284414871005,-0.9695524908466167,-0.9805231337444364,0.4222909347844692,0.9841380468030392,-0.42269977629517186,-0.2408342813200297
26,0.7480282344478186,-0.1652868530837046,0.17610105334274384,-0.6403125895918789,0.7673284038046784,0.8282739966813395,0.0199493977727081,0.9381939706855202,-0.24018671579318918,0.8125333446665612,-0.3124038616631193,0.14630239583405502,-0.18215364922682986,-0.2847586720049986,0.6285158792602918,0.586817356635635,-0.8892390919562765,-0.4035105335417093,-0.036574642462833706,0.6757166227281002
27,0.2955704330031541,0.8059789268867994,-0.8068550185141432,-0.42155070259499294,0.07062500564263519,-0.23951772700333795,0.006261174020281812,0.6095932534500894,-0.867232338386668,-0.4204023742802543,-0.45463640847144093,-0.4997081484142041,0.6922868382111518,-0.16827245650634026,-0.6769874914420679,-0.6323916067961088,-0.9016486748431631,0.037461742018015665,-0.5038760024140976,-0.5764658466696815
28,0.18151507752269347,-0.347402552719422,0.19068980987759376,0.35832483691194517,-0.9361026993633572,0.3609533938695282,-0.11254106438283551,0.7857524479497642,-0.18882983965841582,-0.3323958909961702,0.05812433277974849,-0.34566265671069263,0.6006908981292309,-0.9457450017036564,0.035414362119320364,0.6201959121999607,-0.2698281134244376,-0.16539117360322808,-0.3962476473383916,0.6601128526224043
29,-0.5219959779903731,-0.8922953394027437,-0.3860479664885419,-0.4971014192079004,-0.7946785612365836,0.6294480371271405,-0.9244567467527807,-0.24281786695953333,0.10916965220000496,0.7481405799727872,-0.4089755873373533,0.43198678179059047,0.11261383239210243,-0.7425569650080517,0.03640907876515387,0.018059711983571702,0.847797341923042,0.7394703206510815,-0.009534506833230205,0.857542768099171
30,-0.6420167970265074,-0.49278175169240934,-0.7682659470941584,-0.6164968038747292,-0.3622501097086308,-0.19121067095103994,-0.731009251319213,0.6512286256467874,-0.219536509807555,0.8510662124552824,0.5299037518710523,-0.3659223563729477,0.6877911861779471,0.6985760472224083,-0.25275508174604955,-0.9113686083168382,0.17490559877437972,-0.8958233317357824,0.5151093775650064,0.7871809867758841
31,-0.821903284132637,-0.5807813549233283,-0.22268852576393616,0.698823229757344,-0.4764508849685247,0.8231937507974292,-0.07385220892389643,0.4672160576014901,0.09380529413380034,0.11406113738588286,-0.13822346755887982,0.0712865174410604,-0.7890459097295546,0.02031013883377586,0.3316306978447139,-0.793535051163599,0.10278207272669238,0.1562246983532598,0.9015098709034595,-0.18882646442309348
32,0.8513902053905826,-0.6427481711917737,-0.5754650948644116,0.9333855322781022,0.10212167993062127,0.20328409309560214,0.7009532689037823,-0.005450163702880317,-0.12580057316759352,0.8428670044333526,-0.8183499309615889,0.3954162399982386,0.8873035936257798,-0.8679428006761503,-0.6640007289250085,-0.8355113679618802,0.5544753294005402,0.28549165992015046,-0.016640620027113417,-0.9008628935224541
33,-0.7442248767679915,-0.05612898214767803,0.33101603039255156,-0.07555106373804499,-0.10009071195829589,0.41036008556754666,0.6515004345462057,-0.3248457108549816,-0.22912451380776022,0.20326938861188304,-0.5338850781062683,-0.15931959521032413,0.27794785936435873,0.06945805235491576,0.12612548680763425,0.7065819085512068,-0.5995952192197356,0.45973288267647483,0.4953315621950263,-0.8932534814500621
34,-0.38815916223279046,0.13119781540369924,-0.8652414483440329,-0.4412615401639568,0.6557603084277848,-0.9022704139957529,-0.12667979970408538,0.33072959857119444,0.07710538202248585,0.6325244157922822,-0.4915833672459047,0.3173893204190634,-0.9967831601753714,0.5469445140887159,0.5563003890911984,0.43966906529590943,-0.7939144551094408,0.824709498086537,-0.8366085284043958,0.22902955158416605
35,0.1470928139552612,-0.40337357708085686,0.8243366127030856,-0.21146537989779968,-0.24026139274305391,0.3058370152149157,0.8197332692431882,-0.9152947954098234,-0.3986780481221175,0.27279400276411425,0.48382671086960105,-0.9296061990481244,-0.5589975555634934,0.896460516736324,-0.9597163596250244,0.7678189081336173,-0.7179643891135585,0.8763116625850962,-0.9757619473314159,-0.5063535029687674
36,-0.2871848730648052,0.3267875179071349,0.7843276758306901,-0.9060752910748155,-0.3268180213632226,0.8696988813228836,-0.6899961613686612,-0.332465863299626,-0.8168701243844538,0.9714202331728279,-0.897478916018368,-0.5145997161673639,-0.01412896197295499,0.9107523246268392,-0.06620529514486462,0.6329693200025996,-0.6248112102308396,-0.2984634864523883,-0.5984021042956453,-0.18986515561923034
37,0.8743923423114961,0.7404603300162147,0.8747145744242186,-0.25690110028123536,0.6284824249452168,-0.6377996856335719,0.555797083477841,-0.4427308821892586,-0.6602978301255951,-0.5571396999660165,-0.0778533218483628,0.9666876367394817,-0.5217776795014983,0.2423834514346488,0.6303616150847338,0.7115488999238604,-0.3878651390677226,-0.9361004635322578,0.7073428654306966,0.11714270607847221
38,0.5347392781559128,-0.6379125806416359,0.8952528812334257,-0.6088375472257246,-0.5840725223398042,-0.2052224610031652,0.6162636784796012,0.0349966949566205,-0.36193460723104476,-0.398110018025831,-0.6121401663230976,-0.16646774595331126,0.8093563727831485,0.18794018491767317,-0.6287784765488156,-0.19981135751484258,0.14915245911131603,0.8724638173906389,0.7930811879398321,0.6155615321182801
39,0.727616376051033,-0.5830409027147174,-0.39953497330411425,-0.16648610238579398,0.15286615002212667,-0.33924526648530295,0.5804663203485649,0.48756582674433946,-0.9251960165142974,-0.2760091625788488,0.8904046439610234,-0.585636173491725,0.38078013752771245,0.27371102903347544,0.07300945391013292,-0.8121922102200925,0.6433769944199215,0.9804440463246373,0.24169109371369113,-0.7423925923219847
40,0.687783397563138,0.6044541425767909,0.16510637020758345,-0.906382847855957,0.6630789149828138,0.3785792654667397,0.681838021601437,0.2889186457267705,-0.4107101180474988,-0.6191860713118518,0.7996302186522848,-0.3074693965983788,-0.6260457395652175,0.025876693017705232,0.6832361487586063,0.24625023120890677,-0.08995779222935685,-0.28808869489435995,-0.3500685935896215,0.8652182790203258
41,0.04259813048383676,-0.5754976221910066,0.9167592983845505,0.7499638785576694,0.6553395899890047,0.07949173544849586,0.5513035095531889,0.3486693173894442,0.07722844874297485,0.18931357909831825,-0.6898421868243239,0.7978428256886909,-0.8211339360802725,-0.6713547992382727,0.672805873451837,-0.228953776143223,-0.9930305221841702,0.9593961095329941,-0.8698412903110881,0.36550099226629396
42,0.1957379081791124,0.059701109074442815,0.27802940645718643,0.33543973024374396,-0.8644965070140731,0.4104989144223101,0.15850835480541292,0.781338506686635,0.14245214488042546,0.3392294517989156,-0.9963335248375,0.9275747083758492,0.7789056078004313,0.051669643464934856,0.907878538197767,-0.5654208832644121,-0.7503109888017208,0.1014579676497882,-0.4827942979714601,-0.3594306203141897
43,0.5161172866268182,0.4086178782064831,0.9848639843306839,0.6642004719359282,-0.8734103033788536,0.011216797886919094,-0.08450147976141653,0.3964786539572178,-0.6029279906687395,0.7290114098635629,0.1651252777452763,-0.067336902308891,0.1503088367141996,0.30669229568436207,-0.9697493600728697,0.42364830689242505,0.7982142495871953,0.7225684258197238,-0.2640706387422187,0.21157669375869848
44,0.8212954551381773,-0.5311518688207171,-0.6379949305001242,-0.42434075969980567,0.5392566772753509,-0.08173052007902748,0.35297340376378084,-0.6705350928754394,-0.22165593822914365,0.9713661174145596,0.4346574695298149,-0.09944737445580776,-0.18514552723990874,-0.09736823231526759,0.5956257496885846,0.3635544129452404,0.8335692625464586,0.8928367248912019,-0.08771587520795632,-0.7799249986910666
45,-0.23393492451891196,-0.6793460242235898,-0.8746861084022408,-0.7224028038374599,-0.012529121859521375,0.2761379484441693,0.2153045177549806,0.046959496739989115,0.20932829992153024,0.8042928046177644,0.44192185686544394,-0.12289062012673191,-0.2954130928184622,0.7239876413421538,-0.9800404881338718,-0.771127071170489,0.5814283488901246,0.3031508467837203,0.5831372972614417,0.2641765607168227
46,0.38193218714407884,0.8566241490118722,-0.5909310085094164,0.2516475324346834,0.02973665475587528,0.20877842346384456,0.06625130467727436,0.26903573349913845,0.6331354048040707,-0.8081369149517474,0.7004311925550466,0.2610740493273962,-0.12538366459786277,0.6459568256851522,0.24423663532536288,-0.11813428008652438,-0.6903971143628342,-0.08882183911061592,-0.02336182829933109,0.5767045081592108
47,-0.7204476386081435,-0.7839119744171601,-0.5730030985565824,-0.7622936452442401,-0.5774412400968512,-0.7491823297240288,0.16056975355373937,-0.31492082851732794,-0.5874567785362972,0.6618007888338611,0.03336667721176467,-0.30968751001916384,-0.8645443195665057,-0.47563105366002456,-0.13679851820020805,-0.09366921963681829,0.5150782277310488,0.5822333176687478,-0.7363740934593257,-0.8571186969325635
48,0.8381828624944658,-0.90784803817833,0.6320734835443171,0.9254443617658765,0.35862799835548476,-0.3206401527529079,0.5000650043573018,-0.6212014344170966,-0.7035906549759101,0.6043205980884769,-0.5916800252038896,0.5765835719289143,0.835414673592952,0.42525206424283835,0.5217824292690101,0.32306773490833174,0.6587365261468852,-0.4360967673058207,-0.42841422878613744,0.6580926498174462
49,0.898073556336284,-0.4923924383098499,-0.3179082691171491,-0.2878542508502231,0.8055615012606867,-0.10389971292013467,-0.899244495447518,0.7273939950085377,-0.16984476853545005,0.623323428564386,-0.20637570881881073,0.816022098366256,0.4404210470907248,0.5095737173462997,-0.8971454640907459,-0.5380804302475648,-0.7323952514234282,-0.33093883059284757,0.5443860778842093,-0.0662890245744332
50,0.6606895490208464,-0.6903911253819914,-0.4816981524549875,0.7317575710878861,0.5818806888331463,0.8778888153544631,0.23574548339551593,-0.8820091365794198,0.19748167724537002,0.7853151973272088,-0.21687815965534263,0.05742270050749121,-0.1009374719097127,0.9596860365027295,-0.24568836389190474,0.430561599029458,-0.4649261032880143,-0.18325129921976924,-0.06297611280047621,0.4800941849994431
51,-0.4349234158963782,0.19789106162913828,-0.34260226498339197,-0.24356156258605433,0.8998173117848904,0.6594394129146439,-0.07020584385738848,-0.9836632375029459,-0.799799450052167,0.36653840266314197,-0.902068913105166,0.09003937995120226,-0.20705201921689542,0.48025727812066643,0.7246708231690568,0.2629542716597659,-0.2692130063313496,-0.5278096617848986,0.9948167104273882,0.4372628119061204
52,-0.8832013727563661,-0.34526116102582605,0.9411955985767291,0.6634856698281553,0.8617616816605851,-0.3974649976582425,-0.3878889876467422,0.9758674698348313,-0.8713505988312413,0.7875303643043352,-0.7016896462070539,0.18703006313088633,0.9286361054375596,0.9771414877598055,-0.9392606461654203,-0.21877513688749772,-0.6362696766706888,-0.6334792030213392,-0.7819334727159206,-0.4554191401099612
53,-0.7941092175469997,-0.2682789271962611,-0.6179013284922581,0.5015906750345998,0.5569871693648931,-0.0749298949615953,-0.487729258279725,0.17411264520749392,0.24826115210770117,-0.2530871326762796,-0.43020277403948937,0.1970140767244779,-0.33842480149426435,0.8415495446369441,0.8277698552358179,0.6691139966918516,-0.05643424234149119,-0.8070633994814351,-0.894858841433342,-0.5272513119850752
54,-0.7180883841762669,0.7251279882104482,0.5166349210792083,-0.7170833584853338,0.9363759864044638,0.8442443236888799,0.4018642251180884,0.1561538553480677,0.036435676822794694,-0.43113695285354847,-0.7159042267657292,0.19137891630334125,0.67272858801785,0.0383457660844051,0.3374843533101426,0.41654757215998095,-0.09709141292652967,-0.9173411872215513,0.883084822803119,0.8298490324673946
55,0.890138641755734,0.36321439123413835,0.19471657221259697,-0.8671781767855542,0.5540247302368853,0.35887115729379193,-0.4735408872999394,0.31815119264246183,0.9076755350514425,-0.8711369800506765,0.946369213884227,-0.9325197562690342,0.40374519907208395,-0.3271748665943841,-0.9398912968449429,0.7612026551924611,-0.20772603111523757,-0.6750473321011381,0.7250689890160964,0.44634719630018305
56,0.43586334413885086,-0.07525851389906868,-0.10510928631443806,0.9018851675739175,-0.797847580522181,-0.8561778644696021,0.19540372810635476,0.50854524762737,0.9141046034952662,0.14206513973345447,-0.9726051526948569,0.33951676105247275,-0.6834657085739959,0.18429308108961728,0.4467810545280322,0.2909562779716346,0.15294803722818529,-0.921928299550032,0.6667949188547848,-0.9487338444827538
57,-0.5073840293666905,-0.1133265222174793,0.9883873356449353,0.5452099130245769,-0.3666947239918401,-0.13000667133797061,0.8862246392675526,-0.6216067404605645,-0.8563618474061794,0.9853997937063825,-0.5529759207174638,-0.7844780585639273,0.14557399252793823,0.49910396055651396,0.9261197325288393,-0.5990893361544769,0.6237767402282934,0.43628576841950095,-0.36976813247920104,-0.8712858597901862
58,0.971981319673684,-0.010514676169422366,0.008497541431178313,-0.1461449470289793,-0.3442748812068823,0.4864002893026109,-0.34863048110305006,0.940936922513383,0.7549083961513181,-0.05331530257217998,-0.29526703972945656,0.265401966217951,-0.8311562423177308,0.7466542478853808,-0.8295524949000372,-0.6607887764457008,0.8811508378280484,-0.7495520062876417,0.11853255283478337,-0.6911087729632202
59,0.22856913249024102,-0.31148414531295954,-0.10416675464628011,0.2577924434676626,-0.023693654784285867,0.706259957983258,-0.4906333526357094,0.2722708865225636,0.6140220982316951,0.3481159391604973,-0.24954903396691397,0.20292043750611977,0.19412028193249165,0.06259031565791706,-0.658820782096915,-0.17701698680769518,-0.8565486823026243,0.5626838052089842,0.21652228877198,0.9879136287860755
60,0.1943252942364504,-0.48842144278600896,0.4580582054584752,-0.40504850595557973,-0.16997882745548898,0.37429488277184264,0.014818701896531783,0.2595396941235746,0.4108407661093525,-0.5285671410212229,0.07833631775057981,0.5088013877428259,-0.533995995784561,-0.39233023778574494,0.2289497991685978,0.04974746785414741,-0.2653710972379344,-0.758986423535104,-0.6806033195697372,0.2830277487018704
61,0.16547139744378336,-0.4854785381388975,0.3915008197337255,-0.4400138505877298,-0.9365295584233779,-0.9814065047304823,0.7119663537008587,0.43518318313644855,-0.7270295045835771,-0.1461244975904561,-0.6337820718421252,-0.04952875143827029,-0.6439133806904378,0.397984360331052,0.24134906359421304,-0.4483833329353777,-0.7458669429700469,-0.5341982373388745,0.21642894731188345,0.7759169592816468
62,-0.324077584602261,0.7240599990998853,-0.2819707959709816,-0.09044862775043638,0.47861029468551086,-0.7458435159427341,0.02376689053946701,-0.6568423725280033,0.8364226485366439,-0.7692618781219476,-0.11082889325261447,0.9082616513886288,0.4233130169357673,-0.3198325010512082,0.7892866084541177,0.8749186895018461,-0.7444957290939822,0.9211096170032695,-0.06080348698507643,-0.3098073179442373
63,0.756635389603741,0.4996073078576091,-0.899907450517369,0.6054308253140093,0.747142833176967,-0.5915343346442505,0.45434633215143005,0.639677128622749,0.5188536027321151,0.09116137826172843,-0.5129491542140219,-0.449819439671753,-0.5371996071230898,-0.3030405946994108,-0.31862173348279144,0.8990034951337609,-0.1865883126883987,0.31339527544239765,0.2350850531149613,0.3655161920751433
64,-0.40129253694430567,0.45725320366583655,0.2796192375186828,0.4585253789392236,0.15572289957631336,-0.9641943956766523,-0.9989709581185444,-0.22974993590307125,0.22486480396352992,0.15181388208675362,0.03869035540989363,-0.701821881894626,0.7463516033342472,-0.28198513712753215,-0.5924477565685933,-0.19353452413327443,0.3124997430755143,0.27411935622355776,0.0951767033388824,-0.4184168656594338
65,0.33039967641424606,-0.0430388072116612,0.1140559998535291,0.36719381572780785,0.4935301140044228,-0.15969673871359213,-0.8592116975839339,0.5346056755624016,0.6058056378342167,-0.6529967818335978,-0.6651818593852239,0.41875779484255693,-0.8056833761404805,-0.5683160331495363,-0.5661478774467832,0.23193741011808466,-0.011136995377851289,-0.5473689034239622,0.6348057545973325,-0.9376670368953044
66,0.45826336142007396,-0.9944776259831836,-0.7421026517359379,0.8078817563517025,-0.6593813543583498,0.30576633118960084,-0.4118323265099679,0.9753402518949945,-0.24701316278218344,-0.8778927852358436,0.20994953167071584,0.46950486619839826,0.4754047895913214,-0.6799579483029201,-0.6644175104757852,0.7490512622121506,-0.9416568813235813,-0.13658283108546398,-0.7942577375596798,-0.18720027523797134
67,0.451695948504498,0.3159702191353597,-0.1522758252501908,-0.12197353249409337,0.26426580839760927,-0.3317470842796302,-0.8986042680724282,0.5920583634564833,0.38910501243645923,0.8977673696268733,0.5612151704846791,0.49951528097300835,-0.6625674260529721,0.5950483648449512,-0.6604144303117159,0.18939992613235956,-0.6949015663212532,-0.7736829724372636,0.6904937870709922,0.8620659971723292
68,0.43790316989873634,0.29477140130092705,-0.8001261287279755,0.4789227182865581,0.483144931642846,-0.015489891669510758,0.6835889791596443,0.246779707172192,-0.8937214805674574,0.045079508857143624,-0.7288721669302751,-0.5248608397075216,0.2621266855132449,-0.6514337381097703,-0.4115776140066607,-0.1044357471441002,0.27527537969350346,0.484633932070617,-0.25163780157914517,-0.2849951514287732
69,-0.9112219544120486,0.30505274668936067,-0.3892627323521298,-0.16687102934895348,-0.27420897841127356,0.4331600409058294,0.5827003129541892,0.6954125238501574,0.15132206328565823,-0.019842422305933693,0.24972457242631418,0.7657124839854015,0.016279093681214496,-0.38773990603548114,-0.5311289920581603,-0.0022585805988351026,0.06829234933350858,-0.011920337002890857,0.6691889135640472,0.4370497458964142
70,0.24789336733090162,0.28435866506682994,0.6246795976928328,0.8603138688450171,0.36217651274627993,-0.28079818786865074,0.6454529570484291,0.3287114247340228,-0.934805075640041,-0.5065926533855869,0.8659805513142016,0.9753943592272167,0.4388901665142846,-0.7401409449404586,-0.9604407722828288,0.6320906307034007,-0.2694428020414248,0.25478054764720204,-0.9891772018083496,-0.18387249698500607
71,-0.29948292425018597,0.44880163373850923,-0.19682992445170466,-0.7196730744943596,-0.3851432828085306,0.46970545677788267,-0.06597413638329708,-0.2887985774875568,-0.07808914862031746,-0.9906837823814614,0.5388905210455162,0.37916113510465355,0.9614155467038774,0.28300757790664943,0.17115046936163414,0.7616735341395475,0.7744462817710625,-0.7218344647994952,-0.40401645900453254,0.7348699486048693
